X,Y,Z,VX,VY,VZ
      5.43,      -3.75,      -0.66,      59.68,     -31.27,       1.32 
      3.16,       9.27,       6.06,      42.42,     119.23,      79.02 
      6.41,       3.84,       9.50,      81.95,      50.21,     122.51 
    -11.49,       4.70,      -7.00,    -144.69,      60.62,     -89.06 
     16.51,       6.82,     -12.97,     207.80,      85.88,    -163.43 
     26.03,      -6.33,      -1.99,     326.41,     -79.73,     -24.66 
     -4.84,     -13.37,     -12.80,     -61.88,    -166.76,    -160.45 
     17.14,      -5.94,     -13.91,     212.13,     -74.88,    -176.60 
     15.50,     -15.88,      -5.41,     194.01,    -198.22,     -68.40 
    -10.82,      12.21,       5.58,    -135.87,     153.70,      70.59 
      0.60,     -11.41,     -23.14,       8.98,    -145.09,    -291.58 
    -14.97,      -5.15,       3.16,    -188.49,     -65.84,      40.39 
     13.32,      16.57,       4.19,     167.70,     208.02,      52.50 
     -8.34,       3.16,      -7.60,    -106.61,      41.01,     -97.60 
      6.52,      -6.11,       2.08,      85.11,     -79.15,      30.10 
     -4.72,      -5.90,      -5.37,     -65.29,     -76.99,     -70.49 
      5.91,       5.39,       6.50,      78.60,      71.71,      84.36 
      7.73,      12.93,      -5.59,      97.29,     161.45,     -70.25 
      1.69,      -4.37,       4.58,      32.81,     -57.77,      58.72 
     -6.09,       8.15,       3.75,     -78.83,     104.68,      50.06 
      3.90,       8.95,     -18.13,      49.66,     112.45,    -227.74 
     -2.09,      11.05,      17.20,     -25.95,     139.18,     216.68 
      9.72,      11.68,       7.71,     125.70,     149.18,      99.53 
      2.79,      -8.70,      17.60,      35.24,    -109.26,     221.45 
    -10.53,      -6.61,       1.86,    -134.58,     -83.91,      23.74 
    -17.95,       2.66,      17.43,    -224.63,      33.66,     218.80 
      1.72,      -1.87,      -8.95,      23.31,     -25.18,    -113.41 
     -2.17,      -3.63,       3.64,     -31.09,     -49.27,      51.37 
      3.61,       7.03,      12.83,      46.57,      90.02,     162.90 
    -10.69,      -0.42,      -9.67,    -136.20,      -6.35,    -122.42 
      3.08,       4.25,      -0.64,      38.11,      45.05,     -15.52 
    -10.33,      11.48,      -3.84,    -129.42,     144.93,     -46.77 
     12.52,       2.92,      -5.76,     156.21,      35.92,     -71.13 
     -5.14,      -0.44,      -5.47,     -61.37,       4.25,     -51.99 
    -19.06,       2.55,       0.42,    -238.66,      32.57,       4.42 
      3.91,       3.67,       3.06,      56.85,      50.94,      43.15 
      2.69,      -3.56,      -1.54,      33.48,     -43.49,     -19.43 
    -15.29,       4.80,       5.58,    -191.51,      61.05,      71.05 
      3.79,      10.57,      10.92,      48.58,     133.67,     137.43 
     -5.27,       6.88,      15.26,     -66.15,      86.13,     190.86 
    -14.32,       4.91,       9.44,    -179.42,      62.34,     119.24 
    -50.06,       9.03,      56.96,    -563.13,      99.29,     639.46 
    -13.15,       8.63,       5.21,    -164.55,     108.44,      63.73 
     -8.53,      -7.84,       6.02,    -108.43,     -99.97,      78.36 
     13.55,      10.27,      -6.43,     144.68,     118.75,     -63.38 
     -5.63,       2.84,      -2.39,     -69.31,      42.15,     -38.77 
     -9.00,       8.11,      -3.64,    -115.50,     103.48,     -47.57 
     -6.06,      -4.34,      -6.08,     -79.84,     -57.89,     -79.08 
     -6.14,     -12.15,      11.50,     -77.05,    -152.52,     144.68 
    -11.67,      -1.98,      15.17,    -146.03,     -25.26,     190.17 
      2.63,     -11.74,       7.40,      32.57,    -147.06,      93.46 
      6.52,      -2.38,     -20.65,      83.25,     -28.57,    -258.61 
     12.70,       7.71,       8.20,     160.45,      97.40,     104.01 
     -5.45,      -0.79,       3.41,     -66.57,     -10.06,      42.54 
     -4.87,       4.88,       5.45,     -67.77,      66.22,      74.69 
     -4.88,     -12.75,     -13.51,     -62.45,    -160.90,    -170.53 
     -9.64,       3.55,      -9.05,    -121.78,      45.83,    -114.86 
     -5.58,      -1.26,       8.53,     -71.13,     -16.06,     111.40 
     -1.21,       4.72,     -14.80,     -13.57,      58.89,    -186.77 
      6.72,      14.64,       8.36,      85.90,     184.15,     106.49 
     -5.77,      -6.97,      -5.76,     -74.76,     -89.92,     -72.93 
      7.43,      -9.02,       6.96,      95.53,    -115.67,      89.12 
    -14.66,      -2.98,      -2.30,    -184.36,     -37.90,     -27.25 
     11.57,       0.66,      -6.42,     147.92,       8.40,     -81.58 
      6.76,      -0.05,     -18.42,      85.66,      -1.09,    -232.26 
     13.26,       2.80,       6.82,     166.24,      36.04,      87.65 
      4.27,      18.95,      -8.77,      54.24,     236.97,    -110.25 
     -3.55,      -8.22,      -5.52,     -48.95,    -103.90,     -72.98 
     10.81,      15.56,     -14.42,     136.67,     195.54,    -181.44 
     10.02,      18.95,     -24.58,     125.77,     237.99,    -307.42 
      1.21,       3.65,      -3.14,       3.92,      28.86,     -42.83 
      0.26,       2.31,       1.49,      -4.62,      26.27,      15.20 
      2.25,      -3.77,      15.37,      29.10,     -46.93,     191.21 
     17.95,      -3.21,      -6.24,     224.35,     -40.28,     -77.50 
      7.84,     -11.77,       5.94,      99.51,    -149.45,      75.31 
      7.83,      -2.34,     -18.98,      98.30,     -29.72,    -237.95 
      3.47,       0.14,       3.86,      49.21,       5.25,      54.01 
     -8.91,       0.41,      15.63,    -111.23,       5.34,     196.02 
    -14.15,      -6.69,       7.03,    -177.07,     -83.79,      88.76 
      0.60,       5.79,      -5.41,      20.27,      71.83,     -67.25 
      5.17,      -6.22,       4.52,      66.45,     -81.62,      60.06 
     -5.51,     -12.42,     -18.62,     -68.45,    -156.25,    -233.98 
      2.33,       8.40,     -10.85,      28.65,     106.45,    -135.07 
     -0.80,       8.51,      -7.98,      -9.62,     109.33,    -103.56 
     -8.18,       5.10,      -8.97,    -101.51,      65.59,    -112.42 
     -2.92,      -0.30,       8.95,     -39.30,      -3.34,     114.88 
     15.08,     -11.67,     -15.65,     190.04,    -147.30,    -196.74 
     16.13,     -16.56,       2.37,     203.20,    -208.12,      29.33 
     15.90,       4.29,      -6.54,     201.56,      54.39,     -82.39 
     -9.85,      12.30,       1.41,    -124.36,     155.38,      18.73 
     12.43,      -8.92,      23.53,     156.18,    -111.82,     293.83 
      0.26,       0.76,       1.88,       7.23,      24.62,      17.61 
     -1.27,      14.44,     -15.95,     -15.56,     180.89,    -200.22 
    -13.59,       3.14,      -9.78,    -171.35,      40.24,    -123.79 
     -7.24,       7.09,      10.15,     -92.00,      90.48,     130.52 
     11.39,      -4.39,      -7.53,     144.45,     -55.47,     -96.73 
     -2.11,      -5.62,     -16.89,     -26.06,     -71.30,    -211.74 
     -0.77,       4.79,      19.13,      -9.23,      60.61,     240.27 
    -11.28,       4.67,      -5.76,    -143.32,      59.84,     -74.58 
     -7.26,      -4.54,       3.98,     -93.76,     -58.69,      53.88 
      7.29,      -3.55,      12.62,      92.45,     -43.81,     161.66 
     12.91,      -4.57,     -12.95,     162.43,     -57.60,    -162.27 
      3.88,     -14.42,     -12.05,      48.51,    -181.50,    -152.11 
     -8.19,      -5.90,       9.97,    -103.62,     -74.62,     125.68 
     -5.80,      -0.01,      12.85,     -28.15,     -25.12,     155.01 
      4.77,       1.39,       7.18,      70.43,      13.97,      89.63 
     -9.61,      11.20,      -5.09,    -119.61,     139.54,     -62.92 
    -13.67,      -3.49,      -8.37,    -171.02,     -44.03,    -105.27 
    -15.49,      -7.41,       4.91,    -192.91,     -92.35,      61.70 
     -3.56,      -8.00,       8.08,     -50.42,    -103.77,     104.65 
     -0.23,       0.24,      -1.82,      -8.25,      12.65,     -24.64 
     -9.59,      -0.47,       9.38,    -121.91,      -6.02,     119.82 
     -6.29,      -4.69,      16.80,     -78.87,     -59.35,     210.54 
      5.17,      -2.38,      -4.47,      60.60,     -29.90,     -63.84 
     12.35,       6.66,       8.98,     155.83,      85.51,     113.42 
    -14.67,       8.24,      -0.39,    -184.75,     103.87,      -5.87 
     25.69,     -12.63,       6.98,     322.18,    -158.69,      87.45 
     -3.92,       4.76,      -5.34,     -53.11,      63.81,     -70.66 
     -1.36,      -1.36,       1.02,      -9.58,     -14.98,       0.53 
      4.11,      12.54,     -14.35,      52.13,     157.20,    -179.84 
      1.12,      15.16,      -0.31,      14.22,     190.81,      -3.67 
      7.40,       8.80,     -17.12,      93.44,     110.68,    -214.69 
      8.40,      -2.55,       8.48,     107.61,     -33.02,     109.26 
      6.40,       6.36,       5.73,      83.42,      82.62,      74.56 
      5.19,     -18.47,      10.50,      65.34,    -230.93,     131.36 
     -1.23,     -15.72,      -8.43,     -14.93,    -196.56,    -105.98 
     -7.78,       8.41,     -13.88,     -97.27,     105.23,    -173.28 
     11.12,      16.64,       4.57,     140.25,     208.03,      56.45 
      6.85,       6.42,       8.53,      87.17,      83.28,     108.51 
     11.82,       4.50,      11.34,     148.91,      57.27,     143.27 
     -8.22,       5.53,      -9.69,    -102.70,      68.41,    -118.69 
      7.16,      -2.22,     -15.71,      91.20,     -27.66,    -197.60 
      6.34,       2.55,      -5.33,      83.74,      35.47,     -69.80 
      3.79,     -37.41,      -2.87,      48.92,    -468.41,     -35.82 
     -5.98,       2.13,      13.67,     -75.05,      26.13,     175.59 
      7.09,      -9.53,     -15.83,      90.18,    -120.29,    -199.47 
      3.25,      -3.60,       6.58,      42.72,     -47.10,      82.95 
     -4.66,       3.83,      -8.69,     -59.19,      48.60,    -107.31 
      7.42,       8.83,      -4.76,      92.99,     109.01,     -58.99 
      9.06,     -16.69,       0.40,     114.11,    -208.22,       4.81 
     -8.96,      10.11,      -6.93,    -113.05,     126.84,     -87.23 
     11.96,      10.88,      -3.20,     151.17,     137.51,     -40.56 
     17.29,      -7.75,       8.69,     217.83,     -97.51,     108.60 
     12.87,      15.70,      -5.29,     162.45,     196.45,     -66.46 
     -5.19,       6.36,       6.85,     -69.52,      82.72,      88.75 
     -4.53,      -6.70,       4.86,     -60.70,     -88.92,      65.42 
      9.32,       2.26,      -5.23,      97.59,      20.38,     -39.84 
     16.62,      -5.52,     -18.00,     209.87,     -68.37,    -224.94 
     12.61,       4.36,       0.77,     160.42,      55.63,       8.92 
     14.33,       6.14,       8.71,     179.99,      77.02,     109.53 
     10.30,       3.89,       6.38,     131.09,      49.81,      82.94 
      4.62,      11.15,       8.87,      59.58,     140.73,     113.06 
     -6.40,      -6.12,       6.04,     -82.11,     -79.96,      80.76 
    -11.28,     -10.74,       5.14,    -141.29,    -134.48,      64.47 
      4.67,     -11.04,      13.15,      59.62,    -137.13,     166.72 
     -9.31,      -7.85,     -13.46,    -116.90,     -98.76,    -169.47 
     -6.99,      13.01,      -2.50,     -89.14,     164.23,     -31.57 
     -1.71,      -2.73,      18.96,     -20.90,     -34.59,     237.84 
      0.67,       0.93,      18.68,       9.16,      11.53,     232.93 
     -7.37,      -6.37,      -2.68,     -96.23,     -82.00,     -36.91 
    -19.69,      -1.26,      -1.52,    -246.65,     -15.92,     -18.66 
     -8.28,       1.18,     -10.38,    -105.74,      15.54,    -132.09 
     -6.18,       5.47,      -4.43,     -82.17,      71.83,     -57.34 
     -7.72,       0.17,       7.77,     -99.32,       2.31,     100.35 
     -2.32,       6.21,      -9.90,     -29.54,      77.91,    -123.11 
     10.44,       2.67,      14.82,     131.13,      33.79,     186.97 
      7.94,     -16.78,      10.29,     100.03,    -210.03,     129.27 
      7.09,     -70.19,       7.48,      88.77,    -878.04,      93.37 
      6.50,       8.90,      14.00,      81.87,     111.68,     175.69 
      7.69,      -2.13,      -0.70,      86.64,     -19.61,      -3.42 
     -9.71,       0.99,      -9.82,    -121.53,      12.52,    -122.92 
      4.96,       6.50,       7.58,      62.03,      80.85,      93.60 
      0.85,       0.33,      -4.38,       5.47,      13.87,     -55.38 
      3.84,      -2.81,      -2.79,      49.98,     -41.88,     -41.56 
     10.44,       7.69,      -7.77,     133.81,      97.20,     -99.49 
    -16.56,       7.27,      -0.14,    -206.65,      91.42,      -2.03 
     -8.06,      -6.71,       7.36,    -102.79,     -85.54,      95.46 
     -4.27,       2.31,       4.72,     -54.47,      31.80,      65.87 
      5.83,      -7.27,      -4.24,      76.21,     -94.33,     -52.75 
     -3.05,       7.03,      17.63,     -38.79,      88.46,     221.36 
      4.57,      -6.46,      16.19,      57.74,     -81.11,     202.25 
    -15.07,     -11.34,      -9.08,    -188.99,    -142.20,    -114.55 
      7.62,      -8.61,      -7.33,      97.83,    -109.19,     -93.76 
      5.13,     -14.82,      13.57,      65.01,    -185.71,     170.63 
      2.81,       9.02,      -4.15,      35.76,     114.41,     -54.16 
      6.07,       6.12,     -11.67,      78.46,      77.40,    -147.98 
      4.09,      10.60,       8.76,      51.72,     132.49,     109.56 
     -3.43,      10.49,       9.83,     -44.11,     133.69,     124.97 
     10.80,      14.03,      -3.47,     137.40,     177.04,     -44.16 
    -10.16,      -3.63,       8.71,    -129.16,     -47.34,     111.38 
     -5.20,       2.87,     -12.97,     -67.84,      37.63,    -164.30 
     27.13,      -7.19,       4.42,     339.91,     -90.69,      55.24 
     -6.98,       4.51,      -9.06,     -89.06,      57.64,    -115.86 
    -14.09,       5.71,      -4.31,    -175.03,      71.15,     -54.05 
     -9.63,       1.92,     -15.20,    -121.00,      24.22,    -191.30 
     -8.20,     -15.02,       8.35,    -102.09,    -187.56,     105.17 
     -6.00,       2.07,      13.68,     -76.30,      28.45,     171.09 
    -12.21,      -9.93,      -2.92,    -153.95,    -125.54,     -37.75 
      1.97,       0.13,       4.48,      34.27,      -2.01,      58.25 
     -1.23,     -14.86,      12.76,     -14.82,    -186.58,     160.69 
      9.21,       0.68,      14.63,     116.41,       9.62,     185.68 
    -13.14,      -7.68,      -2.93,    -166.73,     -97.32,     -37.52 
      7.92,      -7.28,      -5.36,     101.82,     -93.76,     -69.76 
      1.47,     -20.82,       9.54,      18.91,    -260.51,     119.74 
      9.58,       6.80,       9.55,     122.09,      86.64,     121.47 
      8.02,       5.27,       8.24,      99.80,      65.67,     102.24 
      2.22,     -19.08,     119.69,      30.31,    -237.13,    1495.90 
      7.67,     -15.76,       4.64,      96.70,    -198.36,      58.62 
    -10.68,      11.09,      -6.54,    -133.80,     138.91,     -82.57 
     -1.75,      -4.88,       8.98,     -22.08,     -60.24,     111.51 
      6.26,      -1.70,      19.81,      78.66,     -21.60,     247.96 
     10.44,      19.16,     -10.44,     131.87,     240.51,    -131.37 
      3.91,      -4.68,      18.17,      48.67,     -59.64,     228.57 
     -6.88,       3.36,      18.95,     -86.20,      41.70,     238.01 
    -11.58,      18.44,      18.21,    -125.70,     202.77,     200.45 
      4.87,      13.40,     -17.19,      62.46,     168.33,    -215.74 
     -4.73,      17.59,      -0.34,     -59.07,     218.94,      -3.86 
     -5.37,      -7.09,      -3.27,     -70.27,     -89.76,     -41.85 
     -9.70,      -9.27,       0.46,    -124.28,    -118.07,       7.21 
      0.90,      -1.59,      20.49,      12.13,     -20.05,     255.81 
     14.23,      -1.85,      -3.08,     180.48,     -24.28,     -39.74 
      5.82,     -18.00,       6.16,      73.51,    -225.30,      77.28 
      9.57,      12.96,       9.51,     121.19,     163.77,     120.23 
     10.43,      -9.35,       5.86,     132.21,    -119.03,      74.89 
     13.18,       7.96,       8.91,     144.83,      91.57,     104.30 
      6.60,      -4.30,     -11.73,      84.66,     -55.50,    -149.46 
      8.61,       9.32,       5.17,     110.18,     118.34,      67.11 
    -13.62,      -0.69,     -10.90,    -171.38,      -9.32,    -137.48 
     17.75,       8.30,       5.91,     222.71,     103.24,      74.34 
      2.76,      -1.90,      -4.76,      28.82,     -13.52,     -51.66 
    -17.64,       4.28,      -7.71,    -221.09,      53.30,     -96.98 
     14.07,       6.48,      -4.46,     176.23,      80.71,     -55.41 
      0.93,      -4.33,       0.76,       4.83,     -58.85,       7.30 
     10.87,       6.18,       7.15,     137.32,      78.23,      91.00 
     -3.96,       4.20,       3.82,     -55.63,      58.72,      50.28 
     -8.46,       0.81,      -7.22,    -108.00,      11.96,     -93.48 
      5.71,      16.64,     -10.70,      72.37,     208.72,    -134.49 
    -10.63,      15.77,       1.85,    -133.35,     197.94,      22.89 
      5.21,      -5.21,       3.71,      70.11,     -67.70,      50.59 
      3.78,       4.90,       2.24,      54.33,      69.30,      31.63 
    -11.53,      -4.77,      11.89,    -143.97,     -59.75,     148.79 
     -7.79,     -11.92,       5.07,     -96.47,    -148.58,      63.57 
     -9.96,      14.13,      -4.89,    -124.73,     176.43,     -61.92 
     -5.48,     -13.52,       9.03,     -69.41,    -170.08,     114.08 
     -5.99,      11.38,       3.60,     -75.40,     141.81,      46.04 
    -11.32,     -15.61,      -5.27,    -140.60,    -194.65,     -66.07 
     -5.72,      13.29,     -11.45,     -71.53,     166.40,    -143.56 
     -5.41,       4.65,       1.94,     -66.52,      59.32,      24.63 
     13.87,      -4.59,     -12.40,     174.06,     -56.93,    -155.05 
    -11.20,     -14.74,      -1.70,    -140.70,    -184.50,     -21.79 
     -7.98,       2.92,       8.98,    -104.65,      32.64,     113.96 
      3.24,     -11.92,     -12.66,      40.41,    -149.58,    -159.28 
      9.33,      -0.45,       9.59,     118.68,      -5.32,     123.69 
      1.03,      -3.01,     -19.42,      13.04,     -37.25,    -243.72 
      9.98,     -14.55,      -4.49,     125.54,    -183.65,     -59.68 
     11.03,      -7.22,      -7.41,     139.59,     -92.79,     -94.58 
    -12.35,      -7.55,      -1.19,    -154.29,     -93.94,     -15.36 
     12.41,      -6.36,     -10.67,     157.43,     -81.61,    -135.00 
      2.61,       6.22,     -11.97,      33.07,      77.66,    -149.35 
     -3.68,       3.53,      -3.15,     -55.02,      52.30,     -47.55 
     -8.88,      12.00,      -1.51,    -112.42,     150.46,     -19.44 
     10.82,     -10.57,       4.53,     137.15,    -134.01,      58.86 
      7.03,       5.84,     -13.70,      87.57,      72.72,    -171.00 
     -1.13,      -5.12,      -5.85,     -15.62,     -68.25,     -77.99 
     17.90,      -8.78,       0.35,     225.94,    -110.20,       3.66 
      4.41,      18.67,      -1.95,      55.12,     233.60,     -24.16 
     12.82,      -8.38,      -9.70,     161.71,    -105.84,    -122.04 
     -4.50,       3.26,      -8.36,     -58.38,      41.57,    -107.12 
     -6.28,      -4.80,       5.58,     -82.95,     -62.97,      74.24 
     -1.67,      16.89,       7.55,     -20.06,     210.70,      93.82 
     -6.87,      -3.72,      16.45,     -86.32,     -47.24,     206.87 
     23.18,     -12.16,      -0.21,     290.81,    -152.68,      -2.66 
      1.18,       7.55,       6.98,      16.58,      98.73,      91.55 
      0.47,       7.10,      21.75,       7.36,      89.99,     273.40 
     10.74,     -15.15,     -11.02,     135.72,    -190.92,    -138.92 
      9.62,       7.76,       7.85,     121.91,      99.26,      99.55 
     13.56,       3.13,     -13.38,     171.57,      39.42,    -168.71 
      1.91,      -3.50,       3.37,      31.99,     -50.18,      44.42 
     -2.08,      20.74,      -7.78,     -25.71,     260.34,     -97.95 
      8.51,       5.86,      -9.79,     106.67,      73.86,    -122.13 
      2.80,      10.12,       9.08,      37.03,     129.68,     116.10 
     -8.87,      -3.37,       5.43,    -109.26,     -42.29,      67.99 
     10.23,       6.06,      -8.06,     130.26,      76.56,    -101.92 
     -5.57,      -5.30,      -2.03,     -74.79,     -71.31,     -30.81 
     -8.33,     -14.03,      -9.00,    -103.39,    -175.62,    -113.75 
     -7.41,       6.85,      -0.75,     -94.63,      87.39,     -11.04 
     -9.61,       9.53,       0.90,    -122.46,     121.50,       9.47 
      3.04,       5.96,       0.13,      46.40,      72.02,      -4.89 
     -8.07,       5.19,       8.60,     -99.99,      63.73,     106.87 
      2.40,      -5.00,      -4.64,      31.85,     -63.03,     -63.23 
      7.71,      13.23,     -15.31,      97.57,     165.67,    -192.95 
     -8.94,       4.37,      -3.72,    -109.45,      54.49,     -47.48 
     -1.68,      -4.67,      -4.62,     -25.17,     -65.80,     -55.74 
     10.25,       0.08,      18.18,     128.42,       0.75,     227.09 
      6.80,       7.34,       4.21,      88.35,      94.94,      56.51 
     25.56,       1.73,       7.46,     320.40,      22.72,      91.55 
      6.70,     -11.95,       6.67,      85.60,    -151.98,      84.65 
      3.59,     -16.91,      -4.35,      45.99,    -212.62,     -53.60 
     -7.24,       3.39,       5.68,     -93.67,      45.44,      74.12 
     21.74,      -4.18,      -7.23,     273.43,     -52.84,     -90.72 
     -5.24,      -0.35,      -4.35,     -65.25,       2.85,     -61.71 
     -1.55,     -14.37,      -3.69,     -20.66,    -180.88,     -46.70 
     -4.50,       3.74,      -5.17,     -56.70,      47.43,     -63.46 
     -7.32,      -8.18,       0.48,     -95.09,    -105.38,       6.85 
     -8.26,       7.68,       1.33,    -107.19,      99.79,      18.17 
    -12.32,       2.46,     -11.79,    -155.13,      31.59,    -148.38 
     -2.91,      -5.31,      -6.85,     -41.56,     -69.61,     -88.37 
      4.61,       1.11,      -9.73,      58.42,      15.14,    -125.09 
    -13.15,      -2.16,     -15.71,    -165.27,     -26.59,    -197.95 
     18.58,     -11.50,      -0.23,     233.48,    -144.21,      -3.34 
     -5.86,      -2.55,      -3.42,     -72.66,     -33.26,     -43.06 
     -0.12,      -6.49,      11.34,      -1.74,     -81.60,     141.14 
     -9.50,       2.00,      13.13,    -117.54,      25.73,     164.13 
     12.23,      -8.44,      23.18,     143.14,    -101.84,     255.51 
     15.54,      -4.85,      14.55,     194.92,     -61.39,     182.73 
    -11.75,      -3.00,       8.65,    -147.38,     -37.48,     110.57 
    -10.49,       6.16,      11.70,    -131.27,      77.64,     146.87 
     -8.35,       2.43,      -7.83,    -108.63,      31.13,     -99.10 
     -4.85,       0.41,      -9.14,     -64.49,       6.95,    -116.39 
     -3.62,     -16.21,      13.04,     -45.20,    -203.22,     163.58 
     17.82,      -4.24,      -4.56,     224.26,     -53.09,     -57.21 
     10.63,      -7.28,      -7.47,     136.24,     -93.19,     -94.68 
    -12.64,       2.13,       4.93,    -159.85,      25.83,      64.32 
     -7.87,       5.45,       4.86,    -102.06,      73.34,      64.51 
      5.59,     -13.93,       7.60,      70.91,    -175.73,      96.30 
     -7.69,      -8.37,       5.49,     -95.38,    -103.06,      68.62 
      4.19,      -9.61,       6.38,      54.18,    -123.18,      80.69 
     -8.11,       7.89,      -0.55,    -105.46,     102.43,      -6.10 
    -25.49,      -1.97,     -33.03,    -284.08,     -27.30,    -374.21 
      4.72,     -11.09,      -8.78,      62.15,    -140.04,    -111.98 
      3.33,     -17.30,       4.24,      42.98,    -218.17,      52.72 
      7.39,      14.09,       2.68,      92.71,     176.75,      31.87 
    -12.43,     -12.78,       7.10,    -154.07,    -159.67,      89.24 
     40.44,      -9.19,     -51.57,     442.24,    -103.12,    -566.25 
      3.31,      -8.65,     -10.33,      42.32,    -110.26,    -131.13 
     16.62,      -2.75,      -2.92,     207.58,     -34.59,     -35.98 
      6.02,       1.95,      -0.50,      72.49,      33.77,     -16.69 
     -5.11,      -8.12,      -5.24,     -68.06,    -103.50,     -70.34 
    -15.10,      -7.33,       6.88,    -187.89,     -91.34,      86.30 
     -8.83,     -16.83,       2.69,    -111.05,    -211.20,      33.21 
      8.16,       3.85,      13.62,     102.97,      48.75,     171.20 
      2.19,       8.75,      -9.82,      27.63,     110.96,    -123.51 
     18.53,     -16.69,     -34.94,     213.55,    -193.74,    -385.27 
    -10.52,     -14.90,       7.73,    -131.66,    -186.79,      97.95 
     -0.32,      12.08,     -12.65,      -2.25,     152.36,    -159.42 
     -5.65,       4.07,       8.80,     -70.56,      50.93,     108.93 
    -11.15,     -12.42,      -9.12,    -139.05,    -154.94,    -114.57 
     -5.22,       6.81,      -1.80,     -67.59,      91.14,     -21.19 
    -14.81,     -10.27,      -8.46,    -186.01,    -128.55,    -106.94 
    -21.59,       5.62,       2.50,    -270.35,      70.69,      32.15 
    -10.25,      -8.29,       2.52,    -131.07,    -105.48,      32.70 
     -1.43,       3.57,     -15.07,     -16.25,      45.16,    -190.96 
     -5.68,      -6.71,       6.19,     -73.65,     -87.05,      80.70 
     -1.73,      -9.39,       9.71,     -21.77,    -120.09,     123.83 
    -10.54,      -8.45,       6.34,    -130.44,    -108.11,      81.76 
     -6.95,       8.73,      -4.85,     -88.65,     110.18,     -62.85 
      4.91,      -6.08,     -14.28,      61.48,     -75.03,    -179.47 
      7.16,      10.87,      12.13,      91.02,     137.12,     153.76 
     -1.61,      -0.57,      15.16,     -19.71,      -8.20,     191.83 
    -26.79,      54.59,     -20.01,    -334.63,     681.39,    -250.11 
     -1.62,      -4.19,      -0.31,     -19.97,     -52.22,      -3.99 
     -2.09,      -2.73,       9.20,     -25.38,     -34.34,     113.95 
    -11.19,      -9.94,      -2.05,    -142.15,    -124.82,     -25.21 
     22.41,      12.65,       4.38,     281.42,     158.52,      53.94 
     16.16,      -2.76,      -7.78,     204.37,     -37.79,     -98.14 
      9.13,     -13.78,       2.54,     115.63,    -174.52,      32.98 
     14.73,      -0.50,     -21.72,     186.22,      -6.14,    -272.94 
      4.25,     -17.65,      -9.23,      54.03,    -220.34,    -115.64 
      9.53,     -15.29,       3.18,     120.79,    -192.93,      40.44 
     20.02,       2.89,      -2.04,     251.45,      36.05,     -26.00 
    -19.25,       4.38,      -5.23,    -241.25,      54.23,     -66.73 
     -1.37,      11.52,      13.80,     -16.51,     145.54,     175.12 
      8.09,      14.21,      -0.38,     102.50,     179.40,      -4.47 
    -14.72,       6.01,       4.99,    -184.23,      75.96,      63.40 
     13.47,      -8.20,     -13.36,     169.49,    -103.44,    -168.38 
    -12.36,     -11.73,      -0.10,    -154.95,    -146.49,      -2.54 
     15.59,      -8.72,      13.34,     195.45,    -109.56,     167.32 
    -10.62,       1.75,       8.93,    -132.83,      20.82,     112.82 
     -0.51,      11.20,       3.48,      -4.51,     121.58,      45.82 
    -10.94,       2.40,       8.80,    -138.65,      30.23,     112.18 
     -6.25,      -3.07,     -14.76,     -76.16,     -37.87,    -186.87 
      3.60,       3.89,      -4.13,      50.83,      50.99,     -56.14 
     -3.53,      -7.96,       7.85,     -46.48,    -103.44,     100.90 
     -5.80,     -22.13,       8.36,     -74.33,    -278.36,     106.58 
      6.20,      11.65,      -9.07,      79.12,     147.01,    -115.43 
      0.88,       4.74,       2.19,      14.38,      64.85,      29.29 
      4.30,      16.05,       3.29,      57.21,     200.17,      41.08 
    -14.94,       0.36,       5.73,    -185.64,       4.83,      71.24 
     12.03,      16.61,      -0.97,     151.44,     208.15,     -12.93 
     -5.98,      11.12,       4.00,     -76.19,     141.07,      51.38 
     18.80,      10.63,      33.47,     235.39,     134.01,     420.24 
     -7.53,      -9.83,      -2.36,     -95.95,    -124.98,     -32.18 
     -9.33,      13.10,      -4.75,    -118.64,     165.08,     -59.42 
    -17.48,       8.21,       4.54,    -218.91,     102.55,      56.16 
     10.75,       9.15,       7.10,     133.96,     114.14,      88.06 
     -1.24,      -4.06,      -1.71,     -15.32,     -49.09,     -21.23 
     -7.47,      11.99,     -11.69,     -93.62,     150.03,    -146.97 
     -9.10,       8.19,       5.25,    -114.05,     103.00,      66.16 
     -1.07,      12.58,      10.34,     -14.70,     159.27,     131.74 
      4.40,       9.26,       6.47,      56.19,     115.72,      82.19 
     15.68,       1.72,     -11.11,     198.38,      21.40,    -140.85 
     12.38,      -7.56,      17.28,     155.68,     -94.57,     217.04 
      7.44,      -6.92,       4.94,      96.82,     -89.37,      63.40 
     -5.61,       6.31,     -14.22,     -70.32,      77.91,    -178.51 
     -2.23,      -1.13,     -15.49,     -27.47,     -15.33,    -194.35 
      1.64,      11.98,      23.12,      21.59,     149.43,     286.24 
     -5.64,       7.72,      15.62,     -70.20,      96.48,     195.09 
    -12.40,     -10.03,      11.72,    -154.87,    -125.64,     147.39 
     12.94,      -5.23,      -0.15,     164.33,     -66.15,      -2.10 
      4.14,       9.61,      11.46,      53.02,     122.57,     146.04 
    -10.93,      14.06,     -11.50,    -136.80,     176.83,    -144.52 
